symbol,shortName,exchange,bucket,marketCap,sector_name,industry_name
WSIOF,,PNK,mid,2342921984.0,Industrials,Electrical Equipment & Parts
CGKEF,CHUGOKU ELECTRIC POWER CO INC,PNK,mid,2340842240.0,Utilities,Utilities - Renewable
JPRRF,JAPAN PRIME REALTY INVESTMENT C,PNK,mid,2338880000.0,Real Estate,REIT - Diversified
DAIDF,,PNK,mid,2338289408.0,Basic Materials,Steel
SHCAY,Sharp Corp.,PNK,mid,2337504000.0,Technology,Consumer Electronics
BHC,Bausch Health Companies Inc.,NYQ,mid,2337441024.0,Healthcare,Drug Manufacturers - Specialty & Generic
KUKYF,,PNK,mid,2335687680.0,Industrials,Business Equipment & Supplies
CMGMF,CHEMRING GROUP,PNK,mid,2324038400.0,Industrials,Aerospace & Defense
AERO,"Grupo Aeromexico, S.A.B. de C.V",NYQ,mid,2319864064.0,Industrials,Airlines
AEMFF,AEM HOLDINGS LTD,PNK,mid,2318318592.0,Technology,Semiconductor Equipment & Materials
TAPGF,,PNK,mid,2314806016.0,Consumer Defensive,Farm Products
DSITF,CURRYS PLC,PNK,mid,2314183424.0,Consumer Cyclical,Specialty Retail
IWGFF,IWG PLC,PNK,mid,2313398272.0,Real Estate,Real Estate Services
AMC,"AMC Entertainment Holdings, Inc",NYQ,mid,2311845888.0,Communication Services,Entertainment
SPPSY,Sopra Steria Group,PNK,mid,2311618816.0,Technology,Information Technology Services
PTMGF,PLATINUM ASSET MANAGEMENT LIMIT,PNK,mid,2309896448.0,Financial Services,Asset Management
PCFBY,Pacific Basin Shipping Ltd.,PNK,mid,2308682240.0,Industrials,Marine Shipping
AEGXF,Aecon Group Inc.,PNK,mid,2306703872.0,Industrials,Engineering & Construction
ONZBF,ORGANIZACION SORIANA SAB DE CV,PNK,mid,2300174336.0,Consumer Cyclical,Department Stores
DKCLF,,PNK,mid,2297153024.0,Industrials,Waste Management
HMDPF,Hammond Power Solutions Inc.,PNK,mid,2294078720.0,Industrials,Electrical Equipment & Parts
BGAOY,Proximus Group,PNK,mid,2293779712.0,Communication Services,Telecom Services
NPEGF,NIPPON ELECTRIC GLASS,PNK,mid,2291562240.0,Technology,Electronic Components
THOGF,TOHO GAS CO,PNK,mid,2291146752.0,Utilities,Utilities - Regulated Gas
ILKAF,Iluka Resources Ltd.,PNK,mid,2289067520.0,Basic Materials,Other Industrial Metals & Mining
ORPEF,ORPEA,PNK,mid,2288903168.0,Healthcare,Medical Care Facilities
CDLR,Cadeler A/S,NYQ,mid,2280574720.0,Industrials,Engineering & Construction
MBUMF,MABUCHI MOTOR CO,PNK,mid,2280258560.0,Consumer Cyclical,Auto Parts
CGNMF,CGN MINING COMPANY LTD.,PNK,mid,2280204800.0,Energy,Uranium
TCGGY,TECAN GROUP AG UNSPON ADR EA RE,PNK,mid,2278061568.0,Healthcare,Medical Instruments & Supplies
KRDXF,Kardex Holding AG,PNK,mid,2276571136.0,Industrials,Specialty Industrial Machinery
PMREF,PRIMARIS REAL ESTATE INV TRUST ,PNK,mid,2274538752.0,Real Estate,REIT - Retail
SHZNY,SHENZHEN EXPRESSWAY CORPORATION,PNK,mid,2273411584.0,Industrials,Infrastructure Operations
ZNNGY,ZHONGYUAN BANK CO LTD UNSPON AD,PNK,mid,2273399040.0,Financial Services,Banks - Regional
MIURF,MIURA CO LTD,PNK,mid,2271002624.0,Industrials,Specialty Industrial Machinery
JEHLY,JOHNSON ELECTRIC HOLDINGS UNSPO,PNK,mid,2270471424.0,Consumer Cyclical,Auto Parts
LIOPY,LION CORP UNSP ADR EA REPR 2 OR,PNK,mid,2268666368.0,Consumer Defensive,Household & Personal Products
BGAOF,PROXIMUS SA,PNK,mid,2261473024.0,Communication Services,Telecom Services
PTFRF,,PNK,mid,2259248128.0,Communication Services,Telecom Services
SOTDF,STROEER SE&CO KGAA,PNK,mid,2259089920.0,Communication Services,Advertising Agencies
FRCEF,FLETCHER BUILDING,PNK,mid,2257284352.0,Basic Materials,Building Materials
ODFJF,ODFJELL DRILLING LTD.,PNK,mid,2254186496.0,Energy,Oil & Gas Drilling
PKCOY,PARK 24 CO LTD SPON ADR EACH RE,PNK,mid,2253651456.0,Industrials,Infrastructure Operations
BDGIF,BADGER INFRASTRUCTURE SOLUTIONS,OQX,mid,2247448832.0,Industrials,Engineering & Construction
OERCF,Oesterreichische Post AG,PNK,mid,2245449984.0,Industrials,Integrated Freight & Logistics
GGNDF,GN Store Nord A/S,PNK,mid,2242433024.0,Healthcare,Medical Devices
TKUGF,"Takeuchi Manufacturing Co., Ltd",PNK,mid,2242204160.0,Industrials,Farm & Heavy Construction Machinery
MBPFF,MITCHELLS & BUTLERS PLC,PNK,mid,2241684736.0,Consumer Cyclical,Restaurants
CMGMY,Chemring Group Plc.,PNK,mid,2237462016.0,Industrials,Aerospace & Defense
PFODF,PREMIER FOODS,PNK,mid,2237220352.0,Consumer Defensive,Packaged Foods
CLBEY,Calbee Inc.,PNK,mid,2237216512.0,Consumer Defensive,Packaged Foods
AKRYY,Aker Solutions ASA,PNK,mid,2236814592.0,Energy,Oil & Gas Equipment & Services
AMSSY,AMS-OSRAM AG,PNK,mid,2233669120.0,Technology,Semiconductors
RDPEF,REDEFINE PROPERTIES LTD,PNK,mid,2222485504.0,Real Estate,REIT - Diversified
CGGGF,Coats Group PLC,PNK,mid,2220339456.0,Consumer Cyclical,Textile Manufacturing
GNNDY,GN Store Nord A/S,PNK,mid,2217678848.0,Healthcare,Medical Devices
CCU,"Compania Cervecerias Unidas, S.",NYQ,mid,2212414976.0,Consumer Defensive,Beverages - Brewers
HLPXF,,PNK,mid,2210626816.0,Energy,Oil & Gas Refining & Marketing
HRUFF,H & R Real Estate Investment Tr,PNK,mid,2209270272.0,Real Estate,REIT - Diversified
SZIHF,SHENZHEN INTERNATIONAL HLDGS,PNK,mid,2205959168.0,Industrials,Infrastructure Operations
PTNRF,Partner Communications Company ,PNK,mid,2205247488.0,Communication Services,Telecom Services
MEOBF,Mesoblast Ltd.,PNK,mid,2204833536.0,Healthcare,Biotechnology
NISUF,,PNK,mid,2192655360.0,Consumer Defensive,Packaged Foods
EXETF,"Extendicare, Inc.",PNK,mid,2190386944.0,Healthcare,Medical Care Facilities
SXGCF,Southern Cross Gold Consolidate,OQX,mid,2190099968.0,Basic Materials,Gold
TGOSY,"Toyoda Gosei Co., Ltd,",PNK,mid,2188103424.0,Consumer Cyclical,Auto Parts
CDDRF,HEADWATER EXPL INC.,PNK,mid,2182663424.0,Energy,Oil & Gas E&P
UPBMF,UNITED PLANTATIONS BERHAD,PNK,mid,2181771008.0,Consumer Defensive,Farm Products
PPAAF,PT Perusahaan Gas Negara Persar,PNK,mid,2181735936.0,Utilities,Utilities - Regulated Gas
LMPMY,Lee & Man Paper Manufacturing L,PNK,mid,2177565184.0,Basic Materials,Paper & Paper Products
CKNHY,,PNK,mid,2176873472.0,Industrials,Marine Shipping
SOIEF,Stolt-Nielsen Ltd,PNK,mid,2176624640.0,Industrials,Marine Shipping
HCM,HUTCHMED (China) Limited,NMS,mid,2174415360.0,Healthcare,Drug Manufacturers - Specialty & Generic
BEKAY,NV Bekaert SA,PNK,mid,2170543104.0,Industrials,Metal Fabrication
NFYEF,NFI Group Inc.,PNK,mid,2170143488.0,Consumer Cyclical,Auto Manufacturers
RKUSF,,PNK,mid,2167149056.0,Technology,Information Technology Services
UVRBY,Universal Robina,PNK,mid,2164997120.0,Consumer Defensive,Packaged Foods
BTSBF,BETSSON AB,PNK,mid,2164884480.0,Consumer Cyclical,Gambling
AKRTF,Aker Solutions Holding ASA,PNK,mid,2162934272.0,Energy,Oil & Gas Equipment & Services
SPKKY,Spark New Zealand Limited,PNK,mid,2162285056.0,Communication Services,Telecom Services
HUSQF,HUSQVARNA AB,PNK,mid,2161694464.0,Industrials,Tools & Accessories
OXINF,OXFORD INSTRUMENTS PLC,PNK,mid,2157883648.0,Technology,Scientific & Technical Instruments
NTCYF,Netcompany Group AS,PNK,mid,2156797440.0,Technology,Information Technology Services
MNDDF,MONDE NISSIN CORPORATION,PNK,mid,2156233216.0,Consumer Defensive,Packaged Foods
SMTGF,SMA Solar Technology Ag,PNK,mid,2154870016.0,Technology,Solar
ABLGF,ALTEN SA,PNK,mid,2150969088.0,Technology,Information Technology Services
ASAIY,Sendas Distribuidora S.A.,PNK,mid,2150919680.0,Consumer Defensive,Grocery Stores
UILCF,SINGAPORE LAND GRP LTD,PNK,mid,2149295104.0,Real Estate,Real Estate - Diversified
JPFAF,,PNK,mid,2146467712.0,Consumer Defensive,Farm Products
VAIAF,Vaisala OY,PNK,mid,2145248768.0,Technology,Scientific & Technical Instruments
TKHIF,,PNK,mid,2144176768.0,Consumer Defensive,Beverages - Brewers
MTTRY,Ceconomy AG,PNK,mid,2142511232.0,Consumer Cyclical,Specialty Retail
HNLGY,Hang Lung Group Ltd.,OID,mid,2140463872.0,Real Estate,Real Estate Services
SKXJF,SANKYO CO LTD,PNK,mid,2139073664.0,Consumer Cyclical,Gambling
CKDOF,,PNK,mid,2138720384.0,Industrials,Specialty Industrial Machinery
SMTGY,SMA Solar Technology Ag,PNK,mid,2137520000.0,Technology,Solar
SRRLF,SIRIUS REAL ESTATE LTD,PNK,mid,2136095104.0,Real Estate,Real Estate Services
MWTCF,"Manila Water Co., Inc.",PNK,mid,2134642304.0,Utilities,Utilities - Regulated Water
TAVHY,Tav Havalimanlari Holding AS,PNK,mid,2134277376.0,Industrials,Airports & Air Services
UVRBF,Universal Robina,PNK,mid,2133001984.0,Consumer Defensive,Packaged Foods
ITOEF,Ito En Ltd.,PNK,mid,2131760896.0,Consumer Defensive,Beverages - Non-Alcoholic
AUBBF,,PNK,mid,2129440384.0,Financial Services,Insurance Brokers
MTASF,MONTANA AEROSPACE AG,PNK,mid,2128863360.0,Industrials,Aerospace & Defense
LLAZF,Liechtensteinische Landesbank A,PNK,mid,2124492544.0,Financial Services,Banks - Regional
DNEMF,,PNK,mid,2123681792.0,Consumer Cyclical,Specialty Retail
OERLY,OC Oerlikon Corp.,PNK,mid,2122050816.0,Industrials,Specialty Industrial Machinery
GMYYF,MONETA MONEY BANK AS,PNK,mid,2120650112.0,Financial Services,Banks - Regional
BRVE,"Braveheart Bio, Inc.",NGM,mid,2119585152.0,Healthcare,Biotechnology
GMPUF,GESTAMP Automocion S A,PNK,mid,2118491520.0,Consumer Cyclical,Auto Parts
OSGCF,OSG CORP,PNK,mid,2114286080.0,Industrials,Tools & Accessories
TVAHF,TV Asahi Holdings Corp.,PNK,mid,2111326080.0,Communication Services,Broadcasting
MKMLF,MAKINO MILLING MACHINE CO,PNK,mid,2109029120.0,Industrials,Specialty Industrial Machinery
SFFYF,Signify NV,PNK,mid,2107825024.0,Industrials,Electrical Equipment & Parts
SFEGY,,PNK,mid,2107773440.0,Consumer Cyclical,Leisure
TGOSF,TOYODA GOSEI,PNK,mid,2104847872.0,Consumer Cyclical,Auto Parts
EKTAF,Elekta AB,PNK,mid,2101457280.0,Healthcare,Medical Devices
CEPU,Central Puerto S.A.,NYQ,mid,2096807552.0,Utilities,Utilities - Regulated Electric
CCVTF,CHINA CONCH VENTURE HLDGS LIMIT,PNK,mid,2096688000.0,Industrials,Pollution & Treatment Controls
BVNKF,Bavarian Nordic A/S,PNK,mid,2095527680.0,Healthcare,Biotechnology
KHNRF,KEIHAN HOLDINGS CO LTD,PNK,mid,2093686144.0,Industrials,Conglomerates
DKSSF,DAIICHIKOSHO CO,PNK,mid,2093382144.0,Consumer Cyclical,Leisure
UNLRF,PT Unilever Indonesia Tbk,PNK,mid,2088967808.0,Consumer Defensive,Household & Personal Products
PRKWF,Parkway Life REIT,PNK,mid,2088489984.0,Real Estate,REIT - Healthcare Facilities
SNWGF,SNOWLINE GOLD CORP,OQB,mid,2086859264.0,Basic Materials,Gold
NGCRY,Nagacorp Ltd.,PNK,mid,2085440000.0,Consumer Cyclical,Resorts & Casinos
BYPLF,BODYCOTE PLC,PNK,mid,2084940032.0,Industrials,Specialty Industrial Machinery
ARBFF,ARB CORPORATION(NEW),PNK,mid,2084809216.0,Consumer Cyclical,Auto Parts
PHPPY,Signify N.V.,PNK,mid,2084061696.0,Industrials,Electrical Equipment & Parts
THDDY,TV Asahi Holdings Corp.,PNK,mid,2082984960.0,Communication Services,Broadcasting
KSRYY,Kose Corp.,PNK,mid,2082741376.0,Consumer Defensive,Household & Personal Products
YNFGF,,PNK,mid,2082593024.0,Financial Services,Insurance - Life
YLLXF,Yellow Cake Plc,OQX,mid,2080724224.0,Energy,Uranium
NZTCF,Spark New Zealand Limited,PNK,mid,2079120256.0,Communication Services,Telecom Services
SEBNF,SEVEN BANK LTD,PNK,mid,2079012864.0,Financial Services,Banks - Regional
MFP,"Midera Food Processing, Inc.",NMS,mid,2076253824.0,Industrials,Specialty Industrial Machinery
KYWAF,EXEO GROUP INC,PNK,mid,2074462592.0,Industrials,Engineering & Construction
WRD,WERIDE INC.,NGM,mid,2072423680.0,Technology,Software - Application
ARLLF,ARGAN,PNK,mid,2071995776.0,Real Estate,REIT - Industrial
BLUMY,Blue Moon Group Holdings Limite,PNK,mid,2070219136.0,Consumer Defensive,Household & Personal Products
ILKAY,Iluka Resources Ltd.,PNK,mid,2069735936.0,Basic Materials,Other Industrial Metals & Mining
UWMC,UWM Holdings Corporation,NYQ,mid,2068106368.0,Financial Services,Mortgage Finance
PLXNF,PLUXEE N V,PNK,mid,2067810560.0,Industrials,Specialty Business Services
MESO,Mesoblast Limited,NMS,mid,2067355648.0,Healthcare,Biotechnology
BVNRY,Bavarian Nordic A/S,PNK,mid,2063742848.0,Healthcare,Biotechnology
GENSF,Genus Plc,PNK,mid,2063126912.0,Healthcare,Biotechnology
GWNCF,,PNK,mid,2063081472.0,Consumer Cyclical,Apparel Manufacturing
PANHF,PING AN HEALTHCARE & TECHNO CO ,PNK,mid,2062827264.0,Healthcare,Health Information Services
CKNHF,Clarkson Horace Plc,PNK,mid,2059827328.0,Industrials,Marine Shipping
BEKSF,BEKAERT SA,PNK,mid,2059604096.0,Industrials,Metal Fabrication
HNWAF,,PNK,mid,2057776768.0,Industrials,Conglomerates
TINLY,Teijin Ltd.,PNK,mid,2056483456.0,Industrials,Conglomerates
ATS,ATS Corporation,NYQ,mid,2049760640.0,Industrials,Specialty Industrial Machinery
DRD,DRDGOLD Limited,NYQ,mid,2049660672.0,Basic Materials,Gold
SZUKF,"Suzuken Co., Ltd.",PNK,mid,2049426688.0,Healthcare,Medical Distribution
CJNHF,CHINA JINMAO HOLDINGS GROUP LIM,PNK,mid,2048489984.0,Real Estate,Real Estate - Development
SEXHF,SICHUAN EXPRESSWAY CO,PNK,mid,2047985792.0,Industrials,Infrastructure Operations
ADIG,ADI Global Distribution Inc.,NYQ,mid,2047554560.0,Technology,Computer Hardware
NDVLY,"New World Development Co., Ltd.",PNK,mid,2045735296.0,Real Estate,Real Estate - Diversified
CURYY,CURRYS PLC,PNK,mid,2045572736.0,Consumer Cyclical,Specialty Retail
SPGNY,,PNK,mid,2034634240.0,Communication Services,Publishing
ENTOF,ENTRA ASA,PNK,mid,2034097664.0,Real Estate,Real Estate Services
HROGF,HIROGIN HOLDINGS INC,PNK,mid,2026702336.0,Financial Services,Banks - Regional
AFBOF,African Rainbow Minerals Ltd.,PNK,mid,2025803264.0,Basic Materials,Other Industrial Metals & Mining
OERLF,OC OERLIKON CORPORATION AG,PNK,mid,2025180672.0,Industrials,Specialty Industrial Machinery
AHHLF,ARE HOLDINGS INC,PNK,mid,2023563776.0,Industrials,Waste Management
EKTAY,Elekta AB,PNK,mid,2017399040.0,Healthcare,Medical Devices
ARSUF,FAGRON,PNK,mid,2017035008.0,Healthcare,Drug Manufacturers - Specialty & Generic
TKYMY,Tokuyama Corp.,PNK,mid,2014464512.0,Basic Materials,Specialty Chemicals
STECF,SCATEC ASA,PNK,mid,2013822336.0,Utilities,Utilities - Renewable
YUPRF,Yuexiu Property Co Ltd,PNK,mid,2013099008.0,Real Estate,Real Estate - Development
TAVHF,TAV HAVALIMANLARI HOLDING A.S.,PNK,mid,2012578048.0,Industrials,Airports & Air Services
RNDOF,Round One Corp.,PNK,mid,2010976000.0,Consumer Cyclical,Leisure
ILPMY,Permanent TSB Group Holdings pl,PNK,mid,2003796864.0,Financial Services,Banks - Regional
HKPMF,,PNK,mid,2000904832.0,Basic Materials,Paper & Paper Products
IBADF,INABA DENKISANGYO CO,PNK,small,1999237376.0,Industrials,Industrial Distribution
PIAHY,Ping An Healthcare & Technology,PNK,small,1999028352.0,Healthcare,Health Information Services
FRHLF,Freehold Royalties Ltd,PNK,small,1995397248.0,Energy,Oil & Gas E&P
RMGNF,RHI MAGNESITA N.V.,PNK,small,1988535808.0,Industrials,Metal Fabrication
JELLF,JEOL LTD,PNK,small,1986036480.0,Technology,Scientific & Technical Instruments
TODCF,,PNK,small,1983468160.0,Industrials,Engineering & Construction
ATAZF,ATEA ASA,PNK,small,1983287936.0,Technology,Information Technology Services
DBMBF,Deutsche Bank Mexico SA,PNK,small,1981318784.0,Real Estate,REIT - Industrial
DNERF,DOWNER EDI LTD,PNK,small,1977032064.0,Industrials,Engineering & Construction
CSGYY,COSMO ENERGY HLDGS CO LTD UNSP ,PNK,small,1976135552.0,Energy,Oil & Gas Integrated
ITCFY,Investec Ltd.,PNK,small,1975998848.0,Financial Services,Banks - Regional
BLRDF,Billerud AB,PNK,small,1973473536.0,Basic Materials,Paper & Paper Products
ABBRF,AbraSilver Resource Corp,OQX,small,1972404608.0,Basic Materials,Other Precious Metals & Mining
MGLLF,MAGELLAN FINANCIAL GROUP LTD,PNK,small,1972177152.0,Financial Services,Asset Management
TKCBF,TOKAI CARBON CO,PNK,small,1968527104.0,Basic Materials,Specialty Chemicals
MCSHF,METCASH LIMITED,PNK,small,1968509824.0,Consumer Defensive,Food Distribution
CIMEF,CIMC ENRIC HOLDINGS LIMITED,PNK,small,1963224064.0,Energy,Oil & Gas Equipment & Services
MTTWF,METRO AG,PNK,small,1962663296.0,Consumer Defensive,Food Distribution
VVVNF,Vivendi SE,PNK,small,1962458752.0,Communication Services,Electronic Gaming & Multimedia
OILRF,Oil Refineries Ltd.,PNK,small,1961372800.0,Energy,Oil & Gas Refining & Marketing
FPLSF,"5N Plus, Inc.",PNK,small,1960589952.0,Basic Materials,Specialty Chemicals
DNERY,DOWNER EDI LTD UNSP ADR EACH RE,PNK,small,1960556672.0,Industrials,Engineering & Construction
MOPHY,MONADELPHOUS GROUP UNSP ADR EAC,PNK,small,1960190976.0,Industrials,Engineering & Construction
FGETF,FLIGHT CENTRE TRAVEL GROUP LIMI,PNK,small,1957757440.0,Consumer Cyclical,Travel Services
PBATF,BUKIT ASAM TBK,PNK,small,1957440640.0,Energy,Thermal Coal
ELRXF,AB Electrolux,PNK,small,1955688448.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
GRDDY,GRAND CITY PROPERTIES S.A. SPON,PNK,small,1954994816.0,Real Estate,Real Estate Services
RLLWF,Reliance Worldwide Corp Ltd.,PNK,small,1952381184.0,Industrials,Building Products & Equipment
NPKYY,"Nippon Kayaku Co., Ltd.",PNK,small,1951973888.0,Basic Materials,Chemicals
APELF,Alps Alpine Co Ltd.,PNK,small,1951448832.0,Technology,Electronic Components
WB,Weibo Corporation,NMS,small,1950640256.0,Communication Services,Internet Content & Information
LCSHY,Lancashire Holdings Ltd.,PNK,small,1945779456.0,Financial Services,Insurance - Specialty
FDVWF,Friedrich Vorwerk Group SE,PNK,small,1944999936.0,Industrials,Engineering & Construction
GRFFF,BANCO NACIONAL DE MEXICO S.A.,PNK,small,1942554752.0,Real Estate,REIT - Diversified
UHOIF,Ushio Inc.,PNK,small,1942439424.0,Industrials,Specialty Industrial Machinery
NBTX,Nanobiotix S.A.,NMS,small,1941712256.0,Healthcare,Biotechnology
AOZOF,AOZORA BANK,PNK,small,1940102656.0,Financial Services,Banks - Regional
LCSHF,LANCASHIRE HLDGS,PNK,small,1938482688.0,Financial Services,Insurance - Specialty
GEBHY,Genting Berhad,OID,small,1932989184.0,Consumer Cyclical,Resorts & Casinos
TVFCF,TELEVISION FRANCAISE(T.F.1),PNK,small,1932728064.0,Communication Services,Broadcasting
YNNHF,YIHAI INTERNATIONAL HOLDING LTD,PNK,small,1932502912.0,Consumer Defensive,Packaged Foods
RTEZ,REST EZ INC,PNK,small,1927592192.0,Healthcare,Pharmaceutical Retailers
GEBHF,GENTING BERHAD,OID,small,1925288064.0,Consumer Cyclical,Resorts & Casinos
TPRKY,Travis Perkins Plc,PNK,small,1923509120.0,Industrials,Industrial Distribution
VIVHY,Vivendi SE,PNK,small,1922611840.0,Communication Services,Electronic Gaming & Multimedia
ZZHGY,ZhongAn Online P & C Insurance ,PNK,small,1920686720.0,Financial Services,Insurance - Property & Casualty
ADDLF,ADDLIFE AB,PNK,small,1919358976.0,Healthcare,Medical Instruments & Supplies
FDMDF,4DMEDICAL LTD,PNK,small,1918844288.0,Healthcare,Medical Devices
AJMPF,Ashmore Group Plc.,PNK,small,1917942400.0,Financial Services,Asset Management
NMRSF,NAMURA SHIPBUILDING CO,PNK,small,1915972864.0,Industrials,Aerospace & Defense
TUALF,TUAS LTD,PNK,small,1913902592.0,Communication Services,Telecom Services
ALSSF,Alsea SA,PNK,small,1913662208.0,Consumer Cyclical,Restaurants
EENNF,,PNK,small,1901944832.0,Industrials,Airports & Air Services
NGCRF,Nagacorp Ltd.,PNK,small,1901885824.0,Consumer Cyclical,Resorts & Casinos
NURPF,Neuren Pharmaceuticals Ltd.,PNK,small,1901609600.0,Healthcare,Biotechnology
RBTEF,ROBERTET SA,PNK,small,1901434368.0,Basic Materials,Chemicals
WTSHF,Westshore Terminals Investment ,PNK,small,1900655744.0,Industrials,Marine Shipping
THFRF,,PNK,small,1900604288.0,Consumer Defensive,Packaged Foods
SNKCF,SENKO GROUP HLDGS CO LTD.,PNK,small,1900201216.0,Industrials,Integrated Freight & Logistics
BTSEF,,PNK,small,1900074496.0,Industrials,Aerospace & Defense
PTKFY,PT Kalba Farma TBK,PNK,small,1895927296.0,Healthcare,Drug Manufacturers - General
KOSCF,KOSE CORPORATION,PNK,small,1894329984.0,Consumer Defensive,Household & Personal Products
NSHKF,NIPPON SHOKUBAI CO,PNK,small,1894243200.0,Basic Materials,Chemicals
KNCAY,Konica Minolta Inc.,PNK,small,1890252544.0,Industrials,Business Equipment & Supplies
EZKGF,EZAKI GLICO CO,PNK,small,1889289216.0,Consumer Defensive,Packaged Foods
EYGPF,ELECTRICITY GENERATING PUBLIC C,PNK,small,1886064128.0,Utilities,Utilities - Independent Power Producers
DRWKF,DRAEGERWERK AG & CO KGAA NON-VT,PNK,small,1884817280.0,Healthcare,Medical Devices
GENSY,Genus Plc,PNK,small,1884807296.0,Healthcare,Biotechnology
GIVPY,GPO DE INVERSIONES SURAMERICANA,OID,small,1884308992.0,Financial Services,Insurance - Diversified
PTIZF,INDO TAMBANGRAYA MEGAH TBK,PNK,small,1884179456.0,Energy,Thermal Coal
AUKUF,AMS-OSRAM AG,PNK,small,1883289600.0,Technology,Semiconductors
MDOUF,MAISONS DU MONDE,PNK,small,1882981760.0,Consumer Cyclical,Home Improvement Retail
HVNVY,,PNK,small,1881684736.0,Communication Services,Advertising Agencies
TRRVF,TerraVest Industries Inc.,PNK,small,1879889664.0,Energy,Oil & Gas Equipment & Services
ATEAY,Atea ASA,PNK,small,1879608448.0,Technology,Information Technology Services
SHALY,Shangri-La Asia Ltd.,PNK,small,1877921664.0,Consumer Cyclical,Lodging
SREMF,Sunrise Energy Metals Ltd.,OQX,small,1877255040.0,Industrials,Pollution & Treatment Controls
HMDCF,HUTCHMED (CHINA) LIMITED,PNK,small,1877193088.0,Healthcare,Drug Manufacturers - Specialty & Generic
JPEVF,,PNK,small,1877021184.0,Industrials,Specialty Business Services
PFFVF,PFEIFFER VACUUM TECHNOLOGY,PNK,small,1868683904.0,Industrials,Specialty Industrial Machinery
ECREY,,OQX,small,1868406528.0,Basic Materials,Other Industrial Metals & Mining
SHWGF,SHANDONG WEIGAO GROUP MEDICAL,PNK,small,1867060480.0,Healthcare,Medical Instruments & Supplies
CMTHF,,PNK,small,1866240000.0,Basic Materials,Building Materials
VALIF,VALIANT HOLDING AG,PNK,small,1865534464.0,Financial Services,Banks - Regional
HHULY,HAMBURGER HAFEN UND LOGISTIK AG,PNK,small,1865442048.0,Industrials,Marine Shipping
BLRDY,Billerud AB,PNK,small,1865286912.0,Basic Materials,Paper & Paper Products
ZEOOY,ZEON CORPORATION SPON ADS EACH ,PNK,small,1861791616.0,Basic Materials,Specialty Chemicals
SESMF,SUSS MICROTEC SE,PNK,small,1859367680.0,Technology,Semiconductor Equipment & Materials
